ชื่อ,รหัส 9 หลักใหม่,รหัส 9 หลัก,รหัส 5 หลัก,เลขอนุญาตให้ประกอบสถานบริการสุขภาพ 11 หลัก,ประเภทองค์กร,ประเภทหน่วยบริการสุขภาพ,สังกัด,แผนก/กรม,ระดับโรงพยาบาล,เตียงที่ใช้จริง,สถานะการใช้งาน,เขตบริการ,health_region_id,ที่อยู่,code,จังหวัด,รหัสอำเภอ,อำเภอ/เขต,รหัสตำบล,ตำบล/แขวง,หมู่,รหัสไปรษณีย์,แม่ข่าย,วันที่ก่อตั้ง,วันที่ปิดบริการ,อัพเดตล่าสุด(เริ่ม 05/09/2566)
โรงพยาบาลสมเด็จพระยุพราชท่าบ่อ,EA0011448,1144800,11448,,รัฐบาล,โรงพยาบาลทั่วไป,กระทรวงสาธารณสุข,สำนักงานปลัดกระทรวงสาธารณสุข,M1 - โรงพยาบาลทั่วไปขนาดเล็ก,266,กำลังใช้งาน,เขตสุขภาพที่ 8,8,161,43,หนองคาย,4302,ท่าบ่อ,430201,ท่าบ่อ,13,43110,,,,6/12/2023
โรงพยาบาลโพนพิสัย,EA0011042,1104200,11042,,รัฐบาล,โรงพยาบาลชุมชน,กระทรวงสาธารณสุข,สำนักงานปลัดกระทรวงสาธารณสุข,M2 - โรงพยาบาลชุมชนแม่ข่าย,120,กำลังใช้งาน,เขตสุขภาพที่ 8,8,77,43,หนองคาย,4305,โพนพิสัย,430501,จุมพล,3,43120,,,,28/8/2025
โรงพยาบาลเฝ้าไร่,EA0028811,2881100,28811,,รัฐบาล,โรงพยาบาลชุมชน,กระทรวงสาธารณสุข,สำนักงานปลัดกระทรวงสาธารณสุข,F2 - โรงพยาบาลชุมชนขนาดกลาง,30,กำลังใช้งาน,เขตสุขภาพที่ 8,8,331,43,หนองคาย,4315,เฝ้าไร่,431501,เฝ้าไร่,11,43120,,16/9/2013,,6/12/2023
โรงพยาบาลศรีเชียงใหม่,EA0011044,1104400,11044,,รัฐบาล,โรงพยาบาลชุมชน,กระทรวงสาธารณสุข,สำนักงานปลัดกระทรวงสาธารณสุข,F2 - โรงพยาบาลชุมชนขนาดกลาง,30,กำลังใช้งาน,เขตสุขภาพที่ 8,8,476,43,หนองคาย,4307,ศรีเชียงใหม่,430701,พานพร้าว,1,43130,,,,6/12/2023
โรงพยาบาลสังคม,EA0011045,1104500,11045,,รัฐบาล,โรงพยาบาลชุมชน,กระทรวงสาธารณสุข,สำนักงานปลัดกระทรวงสาธารณสุข,F2 - โรงพยาบาลชุมชนขนาดกลาง,41,กำลังใช้งาน,เขตสุขภาพที่ 8,8,72,43,หนองคาย,4308,สังคม,430802,ผาตั้ง,3,43160,,,,28/8/2025
โรงพยาบาลโพธิ์ตาก,EA0028778,2877800,28778,,รัฐบาล,โรงพยาบาลชุมชน,กระทรวงสาธารณสุข,สำนักงานปลัดกระทรวงสาธารณสุข,F3 - โรงพยาบาลชุมชนขนาดเล็ก,30,กำลังใช้งาน,เขตสุขภาพที่ 8,8,90,43,หนองคาย,4317,โพธิ์ตาก,431701,โพธิ์ตาก,7,43130,,,,31/8/2025
โรงพยาบาลรัตนวาปี,EA0028815,2881500,28815,,รัฐบาล,โรงพยาบาลชุมชน,กระทรวงสาธารณสุข,สำนักงานปลัดกระทรวงสาธารณสุข,F2 - โรงพยาบาลชุมชนขนาดกลาง,30,กำลังใช้งาน,เขตสุขภาพที่ 8,8,317,43,หนองคาย,4316,รัตนวาปี,431601,รัตนวาปี,11,43120,,2/9/2013,,6/12/2023
โรงพยาบาลสระใคร,EA0021356,2135600,21356,,รัฐบาล,โรงพยาบาลชุมชน,กระทรวงสาธารณสุข,สำนักงานปลัดกระทรวงสาธารณสุข,F2 - โรงพยาบาลชุมชนขนาดกลาง,30,กำลังใช้งาน,เขตสุขภาพที่ 8,8,232,43,หนองคาย,4314,สระใคร,431401,สระใคร,3,43100,,,,26/12/2023
โรงพยาบาลหนองบัวลำภู,EA0010704,1070400,10704,,รัฐบาล,โรงพยาบาลทั่วไป,กระทรวงสาธารณสุข,สำนักงานปลัดกระทรวงสาธารณสุข,S - โรงพยาบาลทั่วไปขนาดใหญ่,386,กำลังใช้งาน,เขตสุขภาพที่ 8,8,153,39,หนองบัวลำภู,3901,เมืองหนองบัวลำภู,390101,หนองบัว,1,39000,,,,27/8/2025
โรงพยาบาลนากลาง,EA0010991,1099100,10991,,รัฐบาล,โรงพยาบาลชุมชน,กระทรวงสาธารณสุข,สำนักงานปลัดกระทรวงสาธารณสุข,F1 - โรงพยาบาลชุมชนขนาดใหญ่,70,กำลังใช้งาน,เขตสุขภาพที่ 8,8,84 ถ.อุดร-เลย,39,หนองบัวลำภู,3902,นากลาง,390201,นากลาง,6,,,,,28/8/2025
โรงพยาบาลศรีบุญเรือง,EA0010993,1099300,10993,,รัฐบาล,โรงพยาบาลชุมชน,กระทรวงสาธารณสุข,สำนักงานปลัดกระทรวงสาธารณสุข,M2 - โรงพยาบาลชุมชนแม่ข่าย,96,กำลังใช้งาน,เขตสุขภาพที่ 8,8,106,39,หนองบัวลำภู,3904,ศรีบุญเรือง,390401,เมืองใหม่,7,,,,,28/8/2025
โรงพยาบาลนาวัง เฉลิมพระเกียรติ 80 พรรษา,EA0023367,2336700,23367,,รัฐบาล,โรงพยาบาลชุมชน,กระทรวงสาธารณสุข,สำนักงานปลัดกระทรวงสาธารณสุข,F2 - โรงพยาบาลชุมชนขนาดกลาง,30,กำลังใช้งาน,เขตสุขภาพที่ 8,8,ชั้น - ห้อง - หมู่บ้าน - ซอย - ถนน -,39,หนองบัวลำภู,3906,นาวัง,390601,นาเหล่า,,,,,,21/9/2023
โรงพยาบาลโนนสัง,EA0010992,1099200,10992,,รัฐบาล,โรงพยาบาลชุมชน,กระทรวงสาธารณสุข,สำนักงานปลัดกระทรวงสาธารณสุข,F2 - โรงพยาบาลชุมชนขนาดกลาง,40,กำลังใช้งาน,เขตสุขภาพที่ 8,8,ชั้น - ห้อง - หมู่บ้าน - ซอย - ถนน -,39,หนองบัวลำภู,3903,โนนสัง,390301,โนนสัง,15,,,,,6/12/2023
โรงพยาบาลสุวรรณคูหา,EA0010994,1099400,10994,,รัฐบาล,โรงพยาบาลชุมชน,กระทรวงสาธารณสุข,สำนักงานปลัดกระทรวงสาธารณสุข,F1 - โรงพยาบาลชุมชนขนาดใหญ่,60,กำลังใช้งาน,เขตสุขภาพที่ 8,8,ถ.พระไชยเชษฐา,39,หนองบัวลำภู,3905,สุวรรณคูหา,390506,สุวรรณคูหา,6,,,,,28/8/2025
โรงพยาบาลอุดรธานี,EA0010671,1067100,10671,,รัฐบาล,โรงพยาบาลศูนย์,กระทรวงสาธารณสุข,สำนักงานปลัดกระทรวงสาธารณสุข,A - โรงพยาบาลศูนย์,1141,กำลังใช้งาน,เขตสุขภาพที่ 8,8,33 ถ.เพาะนิยม,41,อุดรธานี,4101,เมืองอุดรธานี,410101,หมากแข้ง,0,41000,,,,27/8/2025
โรงพยาบาลกุมภวาปี,EA0011015,1101500,11015,,รัฐบาล,โรงพยาบาลทั่วไป,กระทรวงสาธารณสุข,สำนักงานปลัดกระทรวงสาธารณสุข,S - โรงพยาบาลทั่วไปขนาดใหญ่,280,กำลังใช้งาน,เขตสุขภาพที่ 8,8,97 ชั้น - ห้อง - หมู่บ้าน - ซอย - ถนน จิตรประสงค์,41,อุดรธานี,4104,กุมภวาปี,410415,กุมภวาปี,7,41110,,,,27/8/2025
โรงพยาบาลสมเด็จพระยุพราชบ้านดุง,EA0011446,1144600,11446,,รัฐบาล,โรงพยาบาลชุมชน,กระทรวงสาธารณสุข,สำนักงานปลัดกระทรวงสาธารณสุข,M2 - โรงพยาบาลชุมชนแม่ข่าย,138,กำลังใช้งาน,เขตสุขภาพที่ 8,8,,41,อุดรธานี,4111,บ้านดุง,411101,ศรีสุทโธ,7,,,,,31/8/2025
